soundtrack_appid,soundtrack_name,soundtrack_reviews,soundtrack_positive_percentage,main_game_appid,main_game_name,main_game_reviews,main_game_positive_percentage,main_game_genre
492140,Dead by Daylight: Original Soundtrack,315,77.14,381210,Dead by Daylight,575923,79.03,Action
1266580,eden* Soundtrack,28,82.14,315810,eden*,3557,98.09,Adventure
571010,ASTRONEER (Original Soundtrack),109,85.32,361420,ASTRONEER,109874,92.24,Adventure
571010,ASTRONEER (Original Soundtrack),109,85.32,361420,ASTRONEER,109874,92.24,Adventure
1079460,Descenders Soundtrack,40,80.0,681280,Descenders,15467,95.27,Action
1079460,Descenders Soundtrack,40,80.0,681280,Descenders,15467,95.27,Action
1079460,Descenders Soundtrack,40,80.0,681280,Descenders,15467,95.27,Action
1797050,Age of Empires IV Digital Soundtrack,49,79.59,1466860,Age of Empires IV: Anniversary Edition,60200,86.31,Strategy
2282210,Rain World: Downpour - Soundtrack,36,94.44,312520,Rain World,33757,94.69,Action
2282210,Rain World: Downpour - Soundtrack,36,94.44,312520,Rain World,33757,94.69,Action
2282210,Rain World: Downpour - Soundtrack,36,94.44,312520,Rain World,33757,94.69,Action
2282210,Rain World: Downpour - Soundtrack,36,94.44,312520,Rain World,33757,94.69,Action
2282210,Rain World: Downpour - Soundtrack,36,94.44,312520,Rain World,33757,94.69,Unknown
514800,Quantum Break - Original Game Soundtrack,25,56.0,474960,Quantum Break,20890,86.4,Action
1701720,Rust Soundtrack,153,81.7,252490,Rust,1013088,87.67,Action
1701720,Rust Soundtrack,153,81.7,252490,Rust,1013088,87.67,Action
799331,Ancestors Legacy - Digital Soundtrack,28,92.86,620590,Ancestors Legacy,5572,79.88,Strategy
1206340,Hades Original Soundtrack,233,97.0,1145360,Hades,257678,98.25,Action
1206340,Hades Original Soundtrack,233,97.0,1145360,Hades,257678,98.25,Action
1249770,State of Decay 2 Soundtrack,48,81.25,495420,State of Decay 2: Juggernaut Edition,52396,83.87,Action
1249770,State of Decay 2 Soundtrack,48,81.25,495420,State of Decay 2: Juggernaut Edition,52396,83.87,Action
1523190,Dyson Sphere Program - Soundtrack,130,97.69,1366540,Dyson Sphere Program,77197,97.69,Indie
1101300,Bloodstained: Ritual of the Night - Soundtrack,110,91.82,692850,Bloodstained: Ritual of the Night,27955,93.97,Action
1101300,Bloodstained: Ritual of the Night - Soundtrack,110,91.82,692850,Bloodstained: Ritual of the Night,27955,93.97,Action
1101300,Bloodstained: Ritual of the Night - Soundtrack,110,91.82,692850,Bloodstained: Ritual of the Night,27955,93.97,Action
3514130,NieR:Automata Original Soundtrack,22,86.36,524220,NieR:Automata™,103329,88.1,Action
3514130,NieR:Automata Original Soundtrack,22,86.36,524220,NieR:Automata™,103329,88.1,Unknown
1709930,I Am Fish Soundtrack,22,63.64,1472560,I Am Fish,2093,75.73,Adventure
1709930,I Am Fish Soundtrack,22,63.64,1472560,I Am Fish,2093,75.73,Adventure
1314470,BPM: BULLETS PER MINUTE Soundtrack,50,98.0,1286350,BPM: BULLETS PER MINUTE,9347,92.31,Action
1280900,Full Service Soundtrack,27,33.33,1223810,Full Service,482,96.68,Casual
1041000,Hypnospace Outlaw (Original Soundtrack),28,96.43,844590,Hypnospace Outlaw,4083,96.87,Simulation
1041000,Hypnospace Outlaw (Original Soundtrack),28,96.43,844590,Hypnospace Outlaw,4083,96.87,Simulation
1041000,Hypnospace Outlaw (Original Soundtrack),28,96.43,844590,Hypnospace Outlaw,4083,96.87,Simulation
989960,Project Warlock - Soundtrack,39,94.87,893680,Project Warlock,3774,88.02,Action
564030,The Uncertain: Last Quiet Day Soundtrack and Artbook,25,92.0,406970,The Uncertain: Last Quiet Day,1628,76.35,Adventure
564030,The Uncertain: Last Quiet Day Soundtrack and Artbook,25,92.0,406970,The Uncertain: Last Quiet Day,1628,76.35,Adventure
2105100,"Love, Money, Rock'n'Roll Soundtrack",58,98.28,615530,"Love, Money, Rock'n'Roll",3406,82.68,Adventure
1258740,Ori and the Will of the Wisps Soundtrack,204,96.57,1057090,Ori and the Will of the Wisps,126582,96.59,Action
1258740,Ori and the Will of the Wisps Soundtrack,204,96.57,1057090,Ori and the Will of the Wisps,126582,96.59,Action
2517310,Persona 3 Reload - Digital Soundtrack,309,2.27,2161700,Persona 3 Reload,28209,95.12,Adventure
1236640,"Warhammer 40,000: Mechanicus - Complete Original Soundtrack",52,100.0,673880,"Warhammer 40,000: Mechanicus",10247,92.2,Strategy
1236640,"Warhammer 40,000: Mechanicus - Complete Original Soundtrack",52,100.0,673880,"Warhammer 40,000: Mechanicus",10247,92.2,Strategy
2054540,Neon White - Original Soundtrack,52,100.0,1533420,Neon White,14765,98.25,Action
2054540,Neon White - Original Soundtrack,52,100.0,1533420,Neon White,14765,98.25,Action
1161410,Noita Soundtrack,42,90.48,881100,Noita,71246,95.28,Action
1161410,Noita Soundtrack,42,90.48,881100,Noita,71246,95.28,Action
1351390,Not For Broadcast Original Soundtrack,66,89.39,1147550,Not For Broadcast,9371,94.44,Adventure
1402630,Freedom Fighters Soundtrack,38,97.37,1347780,Freedom Fighters,1832,94.54,Action
1402630,Freedom Fighters Soundtrack,38,97.37,1347780,Freedom Fighters,1832,94.54,Action
570930,Redout - Soundtrack,31,100.0,517710,Redout: Enhanced Edition,3352,84.96,Racing
570930,Redout - Soundtrack,31,100.0,517710,Redout: Enhanced Edition,3352,84.96,Racing
929350,TouHou Makuka Sai ~ Fantastic Danmaku Festival Soundtrack,25,88.0,882710,東方幕華祭 TouHou Makuka Sai ~ Fantastic Danmaku Festival,1238,96.28,Action
2194520,Mount & Blade II: Bannerlord Soundtrack,45,91.11,261550,Mount & Blade II: Bannerlord,204069,87.92,Action
2194520,Mount & Blade II: Bannerlord Soundtrack,45,91.11,261550,Mount & Blade II: Bannerlord,204069,87.92,Action
564030,The Uncertain: Last Quiet Day Soundtrack and Artbook,25,92.0,406970,The Uncertain: Last Quiet Day,1628,76.35,Adventure
564030,The Uncertain: Last Quiet Day Soundtrack and Artbook,25,92.0,406970,The Uncertain: Last Quiet Day,1628,76.35,Adventure
458790,The House in Fata Morgana Original Soundtrack,38,100.0,303310,The House in Fata Morgana,4582,94.74,Adventure
1395720,Spiritfarer Soundtrack,45,95.56,972660,Spiritfarer®: Farewell Edition,40439,95.23,Adventure
1395720,Spiritfarer Soundtrack,45,95.56,972660,Spiritfarer®: Farewell Edition,40439,95.23,Adventure
1905390,Survivors of the Void Soundtrack,58,98.28,632360,Risk of Rain 2,210181,93.43,Action
1905390,Survivors of the Void Soundtrack,58,98.28,632360,Risk of Rain 2,210181,93.43,Action
1905390,Survivors of the Void Soundtrack,58,98.28,632360,Risk of Rain 2,210181,93.43,Action
1905390,Survivors of the Void Soundtrack,58,98.28,632360,Risk of Rain 2,210181,93.43,Action
2950840,Hades II Original Soundtrack ,50,98.0,1145350,Hades II,59516,94.87,Action
1107290,My Friend Pedro Soundtrack,41,95.12,557340,My Friend Pedro,23633,96.0,Action
1107290,My Friend Pedro Soundtrack,41,95.12,557340,My Friend Pedro,23633,96.0,Action
1107290,My Friend Pedro Soundtrack,41,95.12,557340,My Friend Pedro,23633,96.0,Action
556900,Shadow Tactics: Blades of the Shogun - Official Soundtrack,44,95.45,418240,Shadow Tactics: Blades of the Shogun,29778,96.05,Indie
556900,Shadow Tactics: Blades of the Shogun - Official Soundtrack,44,95.45,418240,Shadow Tactics: Blades of the Shogun,29778,96.05,Indie
2169090,Vampire Survivors Soundtrack,190,97.89,1794680,Vampire Survivors,236877,98.51,Action
1291400,Cloudpunk Soundtrack,33,87.88,746850,Cloudpunk,12878,88.36,Adventure
610220,Night in the Woods - Soundtrack Vol. I,29,93.1,481510,Night in the Woods,16073,94.67,Adventure
610220,Night in the Woods - Soundtrack Vol. I,29,93.1,481510,Night in the Woods,16073,94.67,Adventure
1717450,Minecraft Dungeons Ultimate Edition Soundtrack,43,93.02,1672970,Minecraft Dungeons,12611,91.2,Action
1717450,Minecraft Dungeons Ultimate Edition Soundtrack,43,93.02,1672970,Minecraft Dungeons,12611,91.2,Action
435910,Firewatch Original Soundtrack,105,94.29,383870,Firewatch,84463,90.33,Adventure
1299630,112 Operator Soundtrack,25,80.0,793460,112 Operator,5100,89.43,Indie
1396440,Neon Abyss Soundtrack,61,78.69,788100,Neon Abyss,19279,86.55,Action
1396440,Neon Abyss Soundtrack,61,78.69,788100,Neon Abyss,19279,86.55,Action
1384780,Paradise Killer Soundtrack,34,100.0,1160220,Paradise Killer,2924,93.95,Adventure
506080,Meadow Soundtrack,23,82.61,486310,Meadow - A Shelter Game,5033,90.15,Adventure
1968750,Songs of Conquest - Original Soundtrack,25,100.0,867210,Songs of Conquest,10286,86.47,Adventure
1968750,Songs of Conquest - Original Soundtrack,25,100.0,867210,Songs of Conquest,10286,86.47,Unknown
594184,Blackwake Official Soundtrack,28,100.0,420290,Blackwake,20828,82.3,Action
594184,Blackwake Official Soundtrack,28,100.0,420290,Blackwake,20828,82.3,Action
299240,Transistor Soundtrack,403,97.27,237930,Transistor,27320,93.85,Action
1233340,The Witcher 3: Wild Hunt - Blood and Wine Soundtrack,63,93.65,292030,The Witcher 3: Wild Hunt,757401,96.83,RPG
1233340,The Witcher 3: Wild Hunt - Blood and Wine Soundtrack,63,93.65,292030,The Witcher 3: Wild Hunt,757401,96.83,RPG
1233340,The Witcher 3: Wild Hunt - Blood and Wine Soundtrack,63,93.65,292030,The Witcher 3: Wild Hunt,757401,96.83,RPG
1233340,The Witcher 3: Wild Hunt - Blood and Wine Soundtrack,63,93.65,292030,The Witcher 3: Wild Hunt,757401,96.83,RPG
1233340,The Witcher 3: Wild Hunt - Blood and Wine Soundtrack,63,93.65,292030,The Witcher 3: Wild Hunt,757401,96.83,RPG
1435510,ATRI -My Dear Moments- Original Soundtrack,66,100.0,1230140,ATRI -My Dear Moments-,19420,98.63,Adventure
1238761,DJMAX RESPECT V - V Original Soundtrack,39,76.92,960170,DJMAX RESPECT V,24810,89.61,Action
1238761,DJMAX RESPECT V - V Original Soundtrack,39,76.92,960170,DJMAX RESPECT V,24810,89.61,Action
1238761,DJMAX RESPECT V - V Original Soundtrack,39,76.92,960170,DJMAX RESPECT V,24810,89.61,Action
1238761,DJMAX RESPECT V - V Original Soundtrack,39,76.92,960170,DJMAX RESPECT V,24810,89.61,Unknown
1238761,DJMAX RESPECT V - V Original Soundtrack,39,76.92,960170,DJMAX RESPECT V,24810,89.61,Action
1238761,DJMAX RESPECT V - V Original Soundtrack,39,76.92,960170,DJMAX RESPECT V,24810,89.61,Action
1238761,DJMAX RESPECT V - V Original Soundtrack,39,76.92,960170,DJMAX RESPECT V,24810,89.61,Action
1238761,DJMAX RESPECT V - V Original Soundtrack,39,76.92,960170,DJMAX RESPECT V,24810,89.61,Action
453020,Hyper Light Drifter Soundtrack,42,95.24,257850,Hyper Light Drifter,14206,93.59,Action
2341310,Hi-Fi RUSH Original Game Soundtrack,38,97.37,1817230,Hi-Fi RUSH,25623,97.57,Action
1101300,Bloodstained: Ritual of the Night - Soundtrack,110,91.82,692850,Bloodstained: Ritual of the Night,27955,93.97,Action
1101300,Bloodstained: Ritual of the Night - Soundtrack,110,91.82,692850,Bloodstained: Ritual of the Night,27955,93.97,Action
1101300,Bloodstained: Ritual of the Night - Soundtrack,110,91.82,692850,Bloodstained: Ritual of the Night,27955,93.97,Action
568290,Detention - Original Soundtracks,86,87.21,555220,Detention,9816,95.8,Adventure
568290,Detention - Original Soundtracks,86,87.21,555220,Detention,9816,95.8,Adventure
1998750,Guilty Gear -Strive- Original Soundtrack Necessary Discrepancy Disc 2,30,93.33,1384160,GUILTY GEAR -STRIVE-,41982,88.76,Action
1998750,Guilty Gear -Strive- Original Soundtrack Necessary Discrepancy Disc 2,30,93.33,1384160,GUILTY GEAR -STRIVE-,41982,88.76,Action
1998750,Guilty Gear -Strive- Original Soundtrack Necessary Discrepancy Disc 2,30,93.33,1384160,GUILTY GEAR -STRIVE-,41982,88.76,Action
2363990,FlipWitch - Forbidden Sex Hex Soundtrack,26,100.0,1748620,FlipWitch - Forbidden Sex Hex,4419,94.57,Action
2363990,FlipWitch - Forbidden Sex Hex Soundtrack,26,100.0,1748620,FlipWitch - Forbidden Sex Hex,4419,94.57,Action
1202460,Sayonara Wild Hearts - Original Soundtrack,38,89.47,1122720,Sayonara Wild Hearts,7504,96.82,Action
1202460,Sayonara Wild Hearts - Original Soundtrack,38,89.47,1122720,Sayonara Wild Hearts,7504,96.82,Action
967400,GRIP: Combat Racing - Official Soundtrack,20,90.0,396900,GRIP: Combat Racing,3358,86.84,Action
967400,GRIP: Combat Racing - Official Soundtrack,20,90.0,396900,GRIP: Combat Racing,3358,86.84,Unknown
1763920,Impostor Factory Soundtrack,44,97.73,1182620,Impostor Factory,10928,95.85,Adventure
1236370,Northgard Soundtrack,28,96.43,466560,Northgard,50963,86.45,Adventure
1236370,Northgard Soundtrack,28,96.43,466560,Northgard,50963,86.45,Adventure
522333,Shadow Warrior 2 - Soundtrack,30,50.0,324800,Shadow Warrior 2,23295,87.35,Action
1703630,Paint the Town Red Original Soundtrack,41,48.78,337320,Paint the Town Red,26493,96.1,Action
1703630,Paint the Town Red Original Soundtrack,41,48.78,337320,Paint the Town Red,26493,96.1,Action
2115940,IXION - Original Soundtrack,42,97.62,1113120,IXION,13418,77.35,Indie
1464980,"UNREAL LIFE Original Soundtrack ""Sound of the Mind""",20,100.0,1335560,UNREAL LIFE,1510,95.63,Adventure
1192450,Wolcen: Lords of Mayhem - Original Soundtrack,34,50.0,424370,Wolcen: Lords of Mayhem,61575,55.86,Action
1192450,Wolcen: Lords of Mayhem - Original Soundtrack,34,50.0,424370,Wolcen: Lords of Mayhem,61575,55.86,Action
1016080,Imperator: Rome - Complete Soundtrack,82,53.66,859580,Imperator: Rome,18938,64.85,Simulation
1016080,Imperator: Rome - Complete Soundtrack,82,53.66,859580,Imperator: Rome,18938,64.85,Simulation
971600,Epic Battle Fantasy 5 - Soundtrack,49,100.0,432350,Epic Battle Fantasy 5,5085,98.68,Adventure
971600,Epic Battle Fantasy 5 - Soundtrack,49,100.0,432350,Epic Battle Fantasy 5,5085,98.68,Adventure
1316670,DEEMO -Reborn- Soundtrack,28,35.71,1282210,DEEMO -Reborn-,3092,87.35,Action
1260680,Hentai Furry Soundtrack,54,79.63,1260390,Hentai Furry,1012,83.5,Casual
1260680,Hentai Furry Soundtrack,54,79.63,1260390,Hentai Furry,1012,83.5,Casual
2426930,Fate/Samurai Remnant Digital Artbook & Soundtrack,29,17.24,1902690,Fate/Samurai Remnant,4514,90.78,Action
468550,Original Soundtrack,254,94.09,233860,Kenshi,81106,95.44,Action
1376680,Paper Dolls Soundtrack,41,100.0,1334040,Paper Dolls 2 纸人贰,2392,84.41,Action
1877810,Iron Lung Soundtrack,28,92.86,1846170,Iron Lung,7497,92.49,Adventure
1877810,Iron Lung Soundtrack,28,92.86,1846170,Iron Lung,7497,92.49,Adventure
1142470,Touhou Luna Nights - Original Soundtrack,49,87.76,851100,Touhou Luna Nights,12871,97.6,Action
1142470,Touhou Luna Nights - Original Soundtrack,49,87.76,851100,Touhou Luna Nights,12871,97.6,Action
1247130,"War Thunder: Air Forces, Vol.1 (Original Game Soundtrack)",30,73.33,236390,War Thunder,1770,71.69,Action
1247130,"War Thunder: Air Forces, Vol.1 (Original Game Soundtrack)",30,73.33,236390,War Thunder,1770,71.69,Action
1247130,"War Thunder: Air Forces, Vol.1 (Original Game Soundtrack)",30,73.33,236390,War Thunder,1770,71.69,Action
1247130,"War Thunder: Air Forces, Vol.1 (Original Game Soundtrack)",30,73.33,236390,War Thunder,1770,71.69,Action
1236370,Northgard Soundtrack,28,96.43,466560,Northgard,50963,86.45,Adventure
1236370,Northgard Soundtrack,28,96.43,466560,Northgard,50963,86.45,Adventure
599050,Syrian Warfare - original soundtrack,56,96.43,485980,Syrian Warfare,4903,86.95,Indie
599050,Syrian Warfare - original soundtrack,56,96.43,485980,Syrian Warfare,4903,86.95,Unknown
1100130,They Are Billions - Soundtrack & Art Book,46,91.3,644930,They Are Billions,43517,85.08,Strategy
1100130,They Are Billions - Soundtrack & Art Book,46,91.3,644930,They Are Billions,43517,85.08,Strategy
1100130,They Are Billions - Soundtrack & Art Book,46,91.3,644930,They Are Billions,43517,85.08,Strategy
1075710,Katana ZERO Soundtrack,93,97.85,460950,Katana ZERO,61984,98.1,Action
1075710,Katana ZERO Soundtrack,93,97.85,460950,Katana ZERO,61984,98.1,Unknown
1075710,Katana ZERO Soundtrack,93,97.85,460950,Katana ZERO,61984,98.1,Unknown
2771110,Palworld - Soundtrack,219,56.16,1623730,Palworld,319691,94.05,Action
2771110,Palworld - Soundtrack,219,56.16,1623730,Palworld,319691,94.05,Action
3486410,Threefold Recital Soundtrack,21,100.0,3084280,Threefold Recital,2601,98.92,Adventure
511170,Vanguard Princess Soundtrack and Artwork,23,82.61,262150,Vanguard Princess,1484,70.01,Action
966350,Frostpunk Original Soundtrack,230,94.35,323190,Frostpunk,101788,92.51,Simulation
966350,Frostpunk Original Soundtrack,230,94.35,323190,Frostpunk,101788,92.51,Unknown
1138490,Dicey Dungeons - Soundtrack,32,96.88,861540,Dicey Dungeons,9742,89.3,Indie
1138490,Dicey Dungeons - Soundtrack,32,96.88,861540,Dicey Dungeons,9742,89.3,Indie
1240360,The Elder Scrolls V: Skyrim Soundtrack,68,73.53,72850,The Elder Scrolls V: Skyrim,181131,94.51,RPG
1240360,The Elder Scrolls V: Skyrim Soundtrack,68,73.53,72850,The Elder Scrolls V: Skyrim,181131,94.51,RPG
3468550,Kingdom Come: Deliverance II Soundtrack,68,97.06,1771300,Kingdom Come: Deliverance II,72948,93.65,Action
450130,Woodle Tree Adventures - Soundtrack,20,65.0,299460,Woodle Tree Adventures,1367,70.59,Action
453400,Squad - Original Soundtrack Vol. 1 & 2,118,93.22,393380,Squad,154694,84.4,Action
1244560,Outward Soundtrack,28,92.86,794260,Outward Definitive Edition,22156,73.19,RPG
1244560,Outward Soundtrack,28,92.86,794260,Outward Definitive Edition,22156,73.19,RPG
1234950,Hunt: Showdown 1896 - Soundtrack,218,69.27,594650,Hunt: Showdown 1896,191891,73.91,Action
1234950,Hunt: Showdown 1896 - Soundtrack,218,69.27,594650,Hunt: Showdown 1896,191891,73.91,Action
1658720,Library Of Ruina Soundtrack,186,95.16,1256670,Library Of Ruina,30571,94.25,Indie
1050460,Devil May Cry 5 Original Soundtrack,72,100.0,601150,Devil May Cry 5,98104,96.19,Action
1050460,Devil May Cry 5 Original Soundtrack,72,100.0,601150,Devil May Cry 5,98104,96.19,Action
1050460,Devil May Cry 5 Original Soundtrack,72,100.0,601150,Devil May Cry 5,98104,96.19,Action
2365170,q.u.q. Soundtrack,23,95.65,2302140,q.u.q.,1243,95.41,Indie
2365170,q.u.q. Soundtrack,23,95.65,2302140,q.u.q.,1243,95.41,Indie
487240,Neon Drive - Soundtrack,26,100.0,433910,Neon Drive,1584,87.25,Action
1244160,Oxygen Not Included Soundtrack,101,98.02,457140,Oxygen Not Included,119727,96.82,Indie
1244160,Oxygen Not Included Soundtrack,101,98.02,457140,Oxygen Not Included,119727,96.82,Indie
256240,Deadly Premonition Soundtrack,20,90.0,247660,Deadly Premonition: The Director's Cut,2948,66.62,Action
1717040,The Rewinder Original Soundtrack,50,98.0,1161170,The Rewinder,6470,96.28,Adventure
1717040,The Rewinder Original Soundtrack,50,98.0,1161170,The Rewinder,6470,96.28,Adventure
1232080,Thronebreaker: The Witcher Tales Soundtrack,27,81.48,973760,Thronebreaker: The Witcher Tales,14470,89.99,Adventure
1232080,Thronebreaker: The Witcher Tales Soundtrack,27,81.48,973760,Thronebreaker: The Witcher Tales,14470,89.99,Adventure
802640,Deep Rock Galactic - Original Soundtrack Volume I + II,309,98.38,548430,Deep Rock Galactic,271927,97.47,Action
610070,Rain World - Soundtrack,56,83.93,312520,Rain World,33757,94.69,Action
610070,Rain World - Soundtrack,56,83.93,312520,Rain World,33757,94.69,Action
610070,Rain World - Soundtrack,56,83.93,312520,Rain World,33757,94.69,Action
610070,Rain World - Soundtrack,56,83.93,312520,Rain World,33757,94.69,Action
610070,Rain World - Soundtrack,56,83.93,312520,Rain World,33757,94.69,Unknown
1236890,Risk of Rain 2 Soundtrack,183,97.27,632360,Risk of Rain 2,210181,93.43,Action
1236890,Risk of Rain 2 Soundtrack,183,97.27,632360,Risk of Rain 2,210181,93.43,Action
1236890,Risk of Rain 2 Soundtrack,183,97.27,632360,Risk of Rain 2,210181,93.43,Action
1236890,Risk of Rain 2 Soundtrack,183,97.27,632360,Risk of Rain 2,210181,93.43,Action
1396440,Neon Abyss Soundtrack,61,78.69,788100,Neon Abyss,19279,86.55,Action
1396440,Neon Abyss Soundtrack,61,78.69,788100,Neon Abyss,19279,86.55,Action
1231980,Coffee Talk - Soundtrack OST,30,96.67,914800,Coffee Talk,10041,94.94,Adventure
1231980,Coffee Talk - Soundtrack OST,30,96.67,914800,Coffee Talk,10041,94.94,Adventure
1508300,OMORI Soundtrack,226,96.02,1150690,OMORI,71696,97.33,Adventure
1249770,State of Decay 2 Soundtrack,48,81.25,495420,State of Decay 2: Juggernaut Edition,52396,83.87,Action
1249770,State of Decay 2 Soundtrack,48,81.25,495420,State of Decay 2: Juggernaut Edition,52396,83.87,Action
1918860,The Upturned Soundtrack,29,100.0,1717770,The Upturned,2164,99.26,Action
1260510,MADNESS: Project Nexus Soundtrack,110,98.18,488860,MADNESS: Project Nexus,14229,97.3,Action
1228810,Age of Empires II: Definitive Edition Soundtrack,43,74.42,813780,Age of Empires II: Definitive Edition,141188,94.89,Strategy
1228810,Age of Empires II: Definitive Edition Soundtrack,43,74.42,813780,Age of Empires II: Definitive Edition,141188,94.89,Strategy
1197651,Barotrauma - Soundtrack,77,100.0,602960,Barotrauma,51678,94.2,Action
1197651,Barotrauma - Soundtrack,77,100.0,602960,Barotrauma,51678,94.2,Action
2932630,Manor Lords - Soundtrack,55,98.18,1363080,Manor Lords,59785,86.95,Simulation
2007440,POSTAL Brain Damaged Soundtrack,28,92.86,1359980,POSTAL: Brain Damaged,7331,95.91,Action
2007440,POSTAL Brain Damaged Soundtrack,28,92.86,1359980,POSTAL: Brain Damaged,7331,95.91,Action
2023240,Scorn: Original Soundtrack,38,94.74,698670,Scorn,10973,77.48,Action
2023240,Scorn: Original Soundtrack,38,94.74,698670,Scorn,10973,77.48,Action
1458660,Sex with Stalin Soundtrack,122,93.44,1085750,Sex with Stalin,2044,84.05,Indie
1998650,Guilty Gear -Strive- Original Soundtrack Necessary Discrepancy Disc 1,40,95.0,1384160,GUILTY GEAR -STRIVE-,41982,88.76,Action
1998650,Guilty Gear -Strive- Original Soundtrack Necessary Discrepancy Disc 1,40,95.0,1384160,GUILTY GEAR -STRIVE-,41982,88.76,Action
1998650,Guilty Gear -Strive- Original Soundtrack Necessary Discrepancy Disc 1,40,95.0,1384160,GUILTY GEAR -STRIVE-,41982,88.76,Action
1003800,Gang Beasts Soundtrack,52,67.31,285900,Gang Beasts,48607,85.41,Action
1562200,Loop Hero Soundtrack,46,100.0,1282730,Loop Hero,31995,92.97,Indie
1206340,Hades Original Soundtrack,233,97.0,1145360,Hades,257678,98.25,Action
1206340,Hades Original Soundtrack,233,97.0,1145360,Hades,257678,98.25,Action
1229320,The Witcher 3: Wild Hunt Soundtrack,156,89.74,292030,The Witcher 3: Wild Hunt,757401,96.83,RPG
1229320,The Witcher 3: Wild Hunt Soundtrack,156,89.74,292030,The Witcher 3: Wild Hunt,757401,96.83,RPG
1229320,The Witcher 3: Wild Hunt Soundtrack,156,89.74,292030,The Witcher 3: Wild Hunt,757401,96.83,RPG
1229320,The Witcher 3: Wild Hunt Soundtrack,156,89.74,292030,The Witcher 3: Wild Hunt,757401,96.83,RPG
1229320,The Witcher 3: Wild Hunt Soundtrack,156,89.74,292030,The Witcher 3: Wild Hunt,757401,96.83,RPG
1717040,The Rewinder Original Soundtrack,50,98.0,1161170,The Rewinder,6470,96.28,Adventure
1717040,The Rewinder Original Soundtrack,50,98.0,1161170,The Rewinder,6470,96.28,Adventure
1727830,OPUS: Echo of Starsong Original Soundtrack -Best Selection-,104,100.0,1504500,OPUS: Echo of Starsong - Full Bloom Edition,8074,96.47,Adventure
1727830,OPUS: Echo of Starsong Original Soundtrack -Best Selection-,104,100.0,1504500,OPUS: Echo of Starsong - Full Bloom Edition,8074,96.47,Adventure
1197651,Barotrauma - Soundtrack,77,100.0,602960,Barotrauma,51678,94.2,Action
1197651,Barotrauma - Soundtrack,77,100.0,602960,Barotrauma,51678,94.2,Action
1842620,Trepang2 - Soundtrack,38,94.74,1164940,Trepang2,11266,93.92,Action
1842620,Trepang2 - Soundtrack,38,94.74,1164940,Trepang2,11266,93.92,Action
452070,Oblivion Soundtrack,26,76.92,22330,The Elder Scrolls IV: Oblivion® Game of the Year Edition (2009),40552,95.27,RPG
598190,Hollow Knight - Official Soundtrack,493,97.16,367520,Hollow Knight,366939,97.1,Action
598190,Hollow Knight - Official Soundtrack,493,97.16,367520,Hollow Knight,366939,97.1,Action
1253280,Death and Taxes Soundtrack,32,96.88,1166290,Death and Taxes,6424,87.11,Adventure
1253280,Death and Taxes Soundtrack,32,96.88,1166290,Death and Taxes,6424,87.11,Adventure
1161410,Noita Soundtrack,42,90.48,881100,Noita,71246,95.28,Action
1161410,Noita Soundtrack,42,90.48,881100,Noita,71246,95.28,Action
1781690,Doki Doki Literature Club Plus! Soundtrack,123,100.0,1388880,Doki Doki Literature Club Plus!,25440,96.95,Casual
466390,Ori and the Blind Forest (Additional Soundtrack),26,92.31,387290,Ori and the Blind Forest: Definitive Edition,58476,95.14,Action
466390,Ori and the Blind Forest (Additional Soundtrack),26,92.31,387290,Ori and the Blind Forest: Definitive Edition,58476,95.14,Action
1016520,Pikuniku Soundtrack + Comic,57,87.72,572890,Pikuniku,8420,96.05,Action
1016520,Pikuniku Soundtrack + Comic,57,87.72,572890,Pikuniku,8420,96.05,Action
1092840,Celeste Original Soundtrack,258,93.02,504230,Celeste,106927,97.51,Action
1092840,Celeste Original Soundtrack,258,93.02,504230,Celeste,106927,97.51,Action
1092840,Celeste Original Soundtrack,258,93.02,504230,Celeste,106927,97.51,Action
609440,"Peace, Death! - Soundtrack",30,100.0,588690,"Peace, Death!",2157,93.74,Casual
609440,"Peace, Death! - Soundtrack",30,100.0,588690,"Peace, Death!",2157,93.74,Casual
306160,Dead Bits (Soundtrack),78,80.77,303390,Dead Bits,3432,60.84,Action
1717450,Minecraft Dungeons Ultimate Edition Soundtrack,43,93.02,1672970,Minecraft Dungeons,12611,91.2,Action
1717450,Minecraft Dungeons Ultimate Edition Soundtrack,43,93.02,1672970,Minecraft Dungeons,12611,91.2,Action
451160,Rock 'N' Roll Defense: Soundtrack,50,92.0,438480,Rock 'N' Roll Defense,2431,87.21,Action
577020,"Planes, Bullets and Vodka: Soundtrack",67,94.03,562360,"Planes, Bullets and Vodka",1793,84.94,Action
577020,"Planes, Bullets and Vodka: Soundtrack",67,94.03,562360,"Planes, Bullets and Vodka",1793,84.94,Action
577020,"Planes, Bullets and Vodka: Soundtrack",67,94.03,562360,"Planes, Bullets and Vodka",1793,84.94,Action
2303120,Atomic Heart - Original Soundtrack,119,89.92,668580,Atomic Heart,28796,82.34,Action
2303120,Atomic Heart - Original Soundtrack,119,89.92,668580,Atomic Heart,28796,82.34,Action
1279750,BIOMUTANT - Soundtrack,30,90.0,597820,BIOMUTANT,12597,67.14,Action
1173140,Disco Elysium - Soundtrack & Artbook,137,90.51,632470,Disco Elysium - The Final Cut,100764,93.15,RPG
1173140,Disco Elysium - Soundtrack & Artbook,137,90.51,632470,Disco Elysium - The Final Cut,100764,93.15,RPG
